date_time,classifier_name,model_name,vec_method,cross_val_accuracy,cross_val_f1,train_accuracy,train_f1,test_accuracy,test_f1,dataset
2018-10-20 19:03:10.762557,KNeighborsClassifier,model1,Word2Vec,0.67,0.6647420760004108,1.0,1.0,0.6566666666666666,0.6491722872175539,hh_sz100
2018-10-20 19:03:15.306313,KNeighborsClassifier,model1,Word2Vec&TF-IDF,0.6665000000000001,0.6632181838592326,1.0,1.0,0.66,0.6623291920403311,hh_sz100
2018-10-20 19:36:12.393087,SVC,model1,TF-IDF,0.6940000000000001,0.6995250097377027,1.0,1.0,0.6683333333333333,0.6831267753881396,hh_sz100
2018-10-20 19:36:39.620649,SVC,model1,Word2Vec,0.6980000000000001,0.6946910494635758,1.0,1.0,0.695,0.6940175714359671,hh_sz100
2018-10-20 19:37:07.833733,SVC,model1,Word2Vec&TF-IDF,0.6805,0.6771518224398376,1.0,1.0,0.6966666666666667,0.6962478277645349,hh_sz100
2018-10-27 19:14:28.018240,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.7430000000000001,0.7367078605541213,0.9978571428571428,0.9978574304358716,0.7533333333333333,0.7518392630914182,hh_sz100_m20_rd
2018-10-27 19:16:15.790618,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.7245,0.7227294324435426,0.9564285714285714,0.956305232617345,0.72,0.7185892191821789,hh_sz100_m20_rd
2018-10-27 19:18:04.363844,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec&TF-IDF,0.7190000000000001,0.7141390981672884,0.8592857142857143,0.8576107270121198,0.7116666666666667,0.7074982607615055,hh_sz100_m20_rd
2018-10-27 19:19:32.564946,LogisticRegression,"(C=1.0, solver='sag')",Word2VecBig,0.6765000000000001,0.6631954834129958,0.7364285714285714,0.7304332595077975,0.6683333333333333,0.6601900164877473,hh_sz100_m20_rd
2018-10-27 19:29:37.181011,SVC,"(C=1, kernel='linear', probability=True)",TF-IDF,0.6940000000000001,0.6995250097377027,1.0,1.0,0.7083333333333334,0.7096305762033079,hh_sz100_m20_rd
2018-10-27 19:29:48.696141,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec,0.6980000000000001,0.6946910494635758,1.0,1.0,0.6766666666666666,0.6736583926154597,hh_sz100_m20_rd
2018-10-27 19:30:01.342354,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec&TF-IDF,0.6805,0.6771518224398376,1.0,1.0,0.6766666666666666,0.6692204387068338,hh_sz100_m20_rd
2018-10-27 19:30:25.766816,SVC,"(C=1, kernel='linear', probability=True)",Word2VecBig,0.6799999999999999,0.6767142496435852,0.7821428571428571,0.7814901438679892,0.645,0.6465624781265079,hh_sz100_m20_rd
2018-10-27 21:24:12.490882,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.8390000000000001,0.8343338510053366,0.9992857142857144,0.9992862862862862,0.8533333333333334,0.8532533784570214,hh_sz100_m20_nrd
2018-10-27 21:25:59.815500,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.7855,0.7819397293455894,0.98,0.9799459611061382,0.785,0.783416638649347,hh_sz100_m20_nrd
2018-10-27 21:27:48.358390,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec&TF-IDF,0.7474999999999999,0.7448177226920278,0.9371428571428572,0.9365569980280644,0.7366666666666667,0.7369927472510728,hh_sz100_m20_nrd
2018-10-27 21:29:05.193745,LogisticRegression,"(C=1.0, solver='sag')",Word2VecBig,0.7354999999999999,0.7259594301504505,0.7771428571428571,0.7716640005444182,0.7316666666666667,0.7231611324603575,hh_sz100_m20_nrd
2018-10-27 21:38:57.543057,SVC,"(C=1, kernel='linear', probability=True)",TF-IDF,0.8204999999999998,0.8202150057307648,1.0,1.0,0.8,0.7981088285358207,hh_sz100_m20_nrd
2018-10-27 21:39:08.568952,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec,0.7384999999999999,0.7368991259600943,1.0,1.0,0.7316666666666667,0.7304158684338801,hh_sz100_m20_nrd
2018-10-27 21:39:21.342867,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec&TF-IDF,0.7155,0.7127866720224214,1.0,1.0,0.7116666666666667,0.71205389145057,hh_sz100_m20_nrd
2018-10-27 21:39:44.238833,SVC,"(C=1, kernel='linear', probability=True)",Word2VecBig,0.7384999999999999,0.7345160798981651,0.8135714285714286,0.8126758861604066,0.7166666666666667,0.7087020554853821,hh_sz100_m20_nrd
2018-10-27 21:51:51.236678,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.853,0.8501528117564707,1.0,1.0,0.8533333333333334,0.8535313667519013,hh_sz100_m20_all
2018-10-27 21:53:39.774696,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.7869999999999999,0.7871840501838777,0.9828571428571428,0.9828716626105948,0.81,0.8107269699210972,hh_sz100_m20_all
2018-10-27 21:55:28.712307,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec&TF-IDF,0.7659999999999999,0.7650468848842095,0.9035714285714286,0.9026811792088428,0.7716666666666666,0.7691070384945553,hh_sz100_m20_all
2018-10-27 21:56:26.975903,LogisticRegression,"(C=1.0, solver='sag')",Word2VecBig,0.6965,0.6836648163005615,0.7342857142857143,0.7244450283553121,0.675,0.6673893716551977,hh_sz100_m20_all
2018-10-27 22:12:18.966730,SVC,"(C=1, kernel='linear', probability=True)",TF-IDF,0.845,0.8459315231938921,1.0,1.0,0.84,0.8400328095299345,hh_sz100_m20_all
2018-10-27 22:12:31.361995,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec,0.772,0.7703432529866019,1.0,1.0,0.755,0.7550259118693465,hh_sz100_m20_all
2018-10-27 22:12:44.056068,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec&TF-IDF,0.7459999999999999,0.7434580122774344,1.0,1.0,0.7666666666666667,0.7651184432817242,hh_sz100_m20_all
2018-10-27 22:13:11.725433,SVC,"(C=1, kernel='linear', probability=True)",Word2VecBig,0.7170000000000001,0.716666371742479,0.7764285714285715,0.7760639793506958,0.7133333333333334,0.7165998915057462,hh_sz100_m20_all
2018-10-27 22:17:19.817038,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.83125,0.826395684825487,1.0,1.0,0.8291666666666667,0.8289778644504168,hh_sz050_m16_nrd
2018-10-27 22:17:56.094616,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.7550000000000001,0.7497430141490329,0.9982142857142856,0.9982128888061093,0.75,0.7465788887963686,hh_sz050_m16_nrd
2018-10-27 22:18:32.944106,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec&TF-IDF,0.7274999999999999,0.7229664812582685,0.9642857142857144,0.964254373201592,0.7083333333333334,0.7027949813817281,hh_sz050_m16_nrd
2018-10-27 22:18:58.833310,LogisticRegression,"(C=1.0, solver='sag')",Word2VecBig,0.705,0.6963545714912234,0.7767857142857143,0.7680222605953165,0.6666666666666666,0.6623284689044217,hh_sz050_m16_nrd
2018-10-27 22:20:06.248235,SVC,"(C=1, kernel='linear', probability=True)",TF-IDF,0.79625,0.7977971540011939,1.0,1.0,0.8,0.8006431664687216,hh_sz050_m16_nrd
2018-10-27 22:20:11.510803,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec,0.72875,0.7242682586000682,1.0,1.0,0.75,0.7476927312456473,hh_sz050_m16_nrd
2018-10-27 22:20:16.986841,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec&TF-IDF,0.70625,0.7028112009464563,1.0,1.0,0.6958333333333333,0.695278373101466,hh_sz050_m16_nrd
2018-10-27 22:20:25.110454,SVC,"(C=1, kernel='linear', probability=True)",Word2VecBig,0.70625,0.7029319510039326,0.8071428571428572,0.8057577636765481,0.6875,0.6867287096277124,hh_sz050_m16_nrd
2018-10-27 22:27:06.923613,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.82125,0.8155985879767891,0.9982142857142856,0.9982142857142856,0.8229166666666666,0.8229920341434576,hh_sz100_m16_nrd
2018-10-27 22:28:18.672612,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.7787499999999999,0.7767167962489528,0.9625,0.9624331968042168,0.7416666666666667,0.7409135099885883,hh_sz100_m16_nrd
2018-10-27 22:29:29.381715,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec&TF-IDF,0.735625,0.734161795244886,0.8803571428571428,0.8797927175841519,0.70625,0.7045672396672379,hh_sz100_m16_nrd
2018-10-27 22:30:37.498232,LogisticRegression,"(C=1.0, solver='sag')",Word2VecBig,0.7137499999999999,0.7079630872921764,0.7714285714285715,0.7665408070388613,0.7020833333333333,0.6995176902831122,hh_sz100_m16_nrd
2018-10-27 22:36:04.253354,SVC,"(C=1, kernel='linear', probability=True)",TF-IDF,0.806875,0.8065295040397998,1.0,1.0,0.7645833333333333,0.7660715750985277,hh_sz100_m16_nrd
2018-10-27 22:36:13.766974,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec,0.744375,0.7432621389318965,1.0,1.0,0.7125,0.7146787513777032,hh_sz100_m16_nrd
2018-10-27 22:36:24.137596,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec&TF-IDF,0.70375,0.700878241301853,0.9991071428571427,0.99910727575575,0.6979166666666666,0.6944635465965908,hh_sz100_m16_nrd
2018-10-27 22:36:42.013286,SVC,"(C=1, kernel='linear', probability=True)",Word2VecBig,0.7231249999999999,0.7215534544310088,0.8214285714285714,0.8208246594524712,0.6770833333333334,0.6774746776627024,hh_sz100_m16_nrd
2018-10-27 22:49:20.950568,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.8387499999999999,0.8369546991374548,1.0,1.0,0.8322916666666667,0.8301678382850893,hh_sz200_m16_nrd
2018-10-27 22:51:40.984919,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.7996875,0.7978721350001188,0.9526785714285714,0.9526069908238464,0.7947916666666667,0.7931906090992338,hh_sz200_m16_nrd
2018-10-27 22:53:59.393222,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec&TF-IDF,0.7615625,0.7575684348535763,0.8982142857142857,0.8976316476267515,0.75625,0.7584126583175913,hh_sz200_m16_nrd
2018-10-27 22:55:39.064802,LogisticRegression,"(C=1.0, solver='sag')",Word2VecBig,0.753125,0.7471568314591595,0.7834821428571429,0.7787363118525448,0.7666666666666667,0.7611356325219586,hh_sz200_m16_nrd
2018-10-27 23:21:20.956755,SVC,"(C=1, kernel='linear', probability=True)",TF-IDF,0.8384375000000001,0.8383343940268558,1.0,1.0,0.8322916666666667,0.8313561698160894,hh_sz200_m16_nrd
2018-10-27 23:21:43.460056,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec,0.7640625,0.7634908143369319,0.9995535714285714,0.9995536781431474,0.775,0.7766582806311244,hh_sz200_m16_nrd
2018-10-27 23:22:07.231674,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec&TF-IDF,0.7209375000000001,0.721094856217885,1.0,1.0,0.7291666666666666,0.7317685214506733,hh_sz200_m16_nrd
2018-10-27 23:22:53.527368,SVC,"(C=1, kernel='linear', probability=True)",Word2VecBig,0.7596875,0.7580702611731123,0.8089285714285714,0.8073882795559129,0.7604166666666666,0.7613555773125762,hh_sz200_m16_nrd
2018-10-27 23:45:14.162451,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.8619642857142857,0.8620362689039954,1.0,1.0,0.8690476190476191,0.8687337683623149,hh_sz350_m16_nrd
2018-10-27 23:49:17.434422,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.8051785714285715,0.8039465600007363,0.9122448979591836,0.9116802820436052,0.8065476190476191,0.8052940740715685,hh_sz350_m16_nrd
2018-10-27 23:53:22.809414,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec&TF-IDF,0.7632142857142857,0.7614120596353715,0.8747448979591836,0.8737762538033529,0.7613095238095238,0.7611120506203728,hh_sz350_m16_nrd
2018-10-27 23:56:34.764511,LogisticRegression,"(C=1.0, solver='sag')",Word2VecBig,0.7689285714285714,0.765442334558126,0.7931122448979592,0.7909204697610549,0.7744047619047619,0.7699440494342192,hh_sz350_m16_nrd
2018-10-28 01:05:57.819060,SVC,"(C=1, kernel='linear', probability=True)",TF-IDF,0.8533928571428572,0.8532291020124788,1.0,1.0,0.8529761904761904,0.8530855969619993,hh_sz350_m16_nrd
2018-10-28 01:06:43.741828,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec,0.7787499999999999,0.7777522959659937,0.9966836734693878,0.9966835060707824,0.7785714285714286,0.7785068548524454,hh_sz350_m16_nrd
2018-10-28 01:07:33.831323,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec&TF-IDF,0.7396428571428572,0.738632388564198,1.0,1.0,0.7190476190476189,0.7195908401983448,hh_sz350_m16_nrd
2018-10-28 01:09:20.003629,SVC,"(C=1, kernel='linear', probability=True)",Word2VecBig,0.7769642857142858,0.7760415069332771,0.8270408163265306,0.8267167084758872,0.7767857142857143,0.7768945187745384,hh_sz350_m16_nrd
2018-10-28 01:43:22.427304,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.8678750000000001,0.8705099223289159,0.9967857142857144,0.9967861762097476,0.8695833333333334,0.8695955789780118,hh_sz500_m16_nrd
2018-10-28 01:49:15.499255,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.8087500000000001,0.807917076153473,0.9123214285714286,0.9119243354024104,0.80125,0.8008250629844675,hh_sz500_m16_nrd
2018-10-28 01:55:06.909317,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec&TF-IDF,0.7691250000000001,0.7669195890779376,0.8448214285714286,0.8432227112365458,0.7583333333333333,0.7565293508423773,hh_sz500_m16_nrd
2018-10-28 01:58:40.412499,LogisticRegression,"(C=1.0, solver='sag')",Word2VecBig,0.77325,0.7701816998352683,0.7967857142857143,0.7939912054402397,0.7716666666666666,0.7695467568659797,hh_sz500_m16_nrd
2018-10-28 04:16:51.674759,SVC,"(C=1, kernel='linear', probability=True)",TF-IDF,0.8628750000000001,0.8629025301600425,1.0,1.0,0.865,0.8658026369097002,hh_sz500_m16_nrd
2018-10-28 04:18:13.435926,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec,0.7847500000000001,0.7844413148207966,0.9933928571428572,0.9933935920299644,0.7858333333333334,0.7857898850604492,hh_sz500_m16_nrd
2018-10-28 04:19:50.129303,SVC,"(C=1, kernel='linear', probability=True)",Word2Vec&TF-IDF,0.731125,0.7308566481060615,1.0,1.0,0.7220833333333333,0.7206147783533297,hh_sz500_m16_nrd
2018-10-28 04:23:01.824063,SVC,"(C=1, kernel='linear', probability=True)",Word2VecBig,0.783625,0.7829359737953779,0.8246428571428571,0.8240850637708328,0.7841666666666667,0.7833953668295254,hh_sz500_m16_nrd
2018-10-30 00:19:12.683954,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.8177551020408164,0.8163766013909424,0.9425655976676384,0.9422695009537656,0.8034013605442177,0.8016944678550035,hh_corpus_sz245_m20_all
2018-10-30 01:43:12.867355,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.8683673469387754,0.866920688279972,1.0,1.0,0.8775510204081632,0.8777315252117375,hh_corpus_sz245_m20_all
2018-11-01 23:49:48.739257,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.8425155226583125,0.8413256158122541,0.9540532630962832,0.95393722167863,0.8382252559726963,0.8370267370726131,hh_corpus_sz245_m20_all_v2
2018-11-02 00:20:47.154710,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.8797670286307799,0.8797119036375003,0.9997073456248172,0.9997072678833084,0.8648464163822526,0.8644677315061124,hh_corpus_sz245_m20_all_v2
2018-11-05 00:10:54.799566,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.8492772036202115,0.8478142669769163,0.9606922851276034,0.9605718261035258,0.8515731874145007,0.8507808773204172,hh_corpus_sz245_m20_all_v3
2018-11-05 00:41:51.143573,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.8817113243216722,0.8807624395673579,1.0,1.0,0.8775649794801642,0.8784689827040025,hh_corpus_sz245_m20_all_v3
2018-11-08 23:50:45.863524,OneVsRestClassifier,"LogisticRegression(C=1.0, solver='sag')",Word2Vec,,0.7951413367958922,,,,,hh_corpus_sz245_m20_all_v3
2018-11-09 00:23:16.730256,OneVsRestClassifier,"LogisticRegression(C=1.0, solver='sag')",tfidf,,0.8092147071719861,,,,,hh_corpus_sz245_m20_all_v3
2018-11-09 21:24:00.586328,LogisticRegression,"(C=1.0, solver='sag')",Word2Vec,0.8596246283606968,0.8589835237713149,0.9626580417524258,0.9624924228498908,0.8600823045267489,0.8598314178364601,hh_corpus_sz245_m20_all_v4
2018-11-09 22:12:51.065398,LogisticRegression,"(C=1.0, solver='sag')",TF-IDF,0.8890438707102577,0.8890522860085625,1.0,1.0,0.8868312757201646,0.8862691924320775,hh_corpus_sz245_m20_all_v4
2018-11-09 22:13:22.621391,OneVsRestClassifier,"LogisticRegression(C=1.0, solver='sag')",Word2Vec,,0.8015198266229726,,,,,hh_corpus_sz245_m20_all_v4
2018-11-09 22:42:20.868202,OneVsRestClassifier,"LogisticRegression(C=1.0, solver='sag')",tfidf,,0.8141927638988841,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:33:34.442350,OneVsRestClassifier,LogisticRegression(),Word2Vec,,0.7969443082237697,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:33:52.859582,OneVsRestClassifier,SVC(),Word2Vec,,0.665392547045999,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:34:45.110929,OneVsRestClassifier,KNeighborsClassifier(),Word2Vec,,0.6934911130912618,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:42:58.079458,OneVsRestClassifier,GaussianProcessClassifier(),Word2Vec,,0.5646937828720171,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:43:29.587176,OneVsRestClassifier,DecisionTreeClassifier(),Word2Vec,,0.490467051551742,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:43:39.070998,OneVsRestClassifier,RandomForestClassifier(),Word2Vec,,0.4794708875783308,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:51:15.394128,OneVsRestClassifier,MLPClassifier(),Word2Vec,,0.8149160523292958,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:53:28.830936,OneVsRestClassifier,AdaBoostClassifier(),Word2Vec,,0.6978712782608272,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:53:31.319551,OneVsRestClassifier,GaussianNB(),Word2Vec,,0.4301587517056373,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 18:54:06.027588,OneVsRestClassifier,QuadraticDiscriminantAnalysis(),Word2Vec,,0.04807742255566637,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 19:22:54.316158,OneVsRestClassifier,RidgeClassifier(),Word2Vec,,0.6996242407313197,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 19:22:56.916661,OneVsRestClassifier,SGDClassifier(),Word2Vec,,0.7298987551595081,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 19:22:59.512362,OneVsRestClassifier,Perceptron(),Word2Vec,,0.7042061886303209,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 19:23:02.276272,OneVsRestClassifier,PassiveAggressiveClassifier(),Word2Vec,,0.7328084569085596,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 19:23:04.992920,OneVsRestClassifier,BernoulliNB(),Word2Vec,,0.4288972118613404,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 19:23:13.949168,OneVsRestClassifier,LinearSVC(),Word2Vec,,0.764713086743077,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 19:44:58.019455,OneVsRestClassifier,LogisticRegression(),tfidf,,0.8248376739777313,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 20:30:07.974079,OneVsRestClassifier,MLPClassifier(),tfidf,,0.7044056787839719,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 20:30:31.802532,OneVsRestClassifier,LinearSVC(),tfidf,,0.8317853378249126,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 20:52:00.306810,OneVsRestClassifier,LinearDiscriminantAnalysis(),Word2Vec,,0.7902174917122189,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 20:53:27.872358,OneVsRestClassifier,BaggingClassifier(LogisticRegression()),Word2Vec,,0.7971433338024276,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 20:54:35.724040,OneVsRestClassifier,BaggingClassifier(LinearSVC()),Word2Vec,,0.7646956718509218,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:06:34.929222,OneVsRestClassifier,BaggingClassifier(MLPClassifier()),Word2Vec,,0.8168206210322015,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:06:41.171730,OneVsRestClassifier,ExtraTreesClassifier(),Word2Vec,,0.4814105020484644,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:10:10.941565,OneVsRestClassifier,GradientBoostingClassifier(),Word2Vec,,0.6702696661605175,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:16:44.572256,BRkNNaClassifier,(),Word2Vec,,0.6481807625295205,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:17:16.756984,BinaryRelevance,LogisticRegression(),Word2Vec,,0.7969443082237697,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:17:26.049981,BinaryRelevance,LinearSVC(),Word2Vec,,0.7650910175723181,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:25:02.493477,BinaryRelevance,MLPClassifier(),Word2Vec,,0.8156297736537381,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:25:13.416787,ClassifierChain,LogisticRegression(),Word2Vec,,0.8101388939882213,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:25:21.365562,ClassifierChain,LinearSVC(),Word2Vec,,0.7738812258367083,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:32:33.999927,ClassifierChain,MLPClassifier(),Word2Vec,,0.8196000081049656,,,,,hh_corpus_sz245_m20_all_v4
2018-11-11 22:33:25.704069,LabelPowerset,LogisticRegression(),Word2Vec,,0.8399895108785487,,,,,hh_corpus_sz245_m20_all_v4
